text,stance_label,confidence,expected_score_band,expected_toxicity_band,expected_supportive_strength_band
NZ will somehow make it to the semis in most of the ICC tournaments man 🤣,CONSTRUCTIVE_CRITICISM,0.3558,"[39.54, 51.54]","[0.0, 0.0802]","[0.0, 0.15]"
"Called it weeks ago.

Mangesh Yadav will play ahead of Dayal for RCB. Bookmark the hell put of this.",CONSTRUCTIVE_CRITICISM,0.3324,"[34.77, 46.77]","[0.0, 0.101]","[0.0, 0.15]"
With Harshit now gone. Blessing Muzarabani &amp; Vaibhav Arora are KKR's main pacers. And the machine AkashDeep.,MIXED_STANCE,0.1236,"[38.86, 50.86]","[0.0, 0.0803]","[0.0, 0.15]"
"So, except Romario, Thushara and Hazlewood (who will arrive late), everyone has arrived. Even Duffy will join today.",MIXED_STANCE,0.0826,"[32.6, 44.6]","[0.0, 0.0802]","[0.0, 0.15]"
10 different batters is an outstanding thing for a team... Shows how everyone stepped up at some point. What a dream season... Close to perfect.,NEUTRAL_ANALYSIS,0.4254,"[41.55, 53.55]","[0.0, 0.0802]","[0.0, 0.15]"
Also a kind request. Yes unfortunately SA Cudnt cross the line in the semi finals. They were blown away by NZL who were clinical. Team that played the semi finals unbeaten cannot choke in one game and there is absolutely no meaning whatsoever attached to it. Fair enough to say Kiwis wow.,NEUTRAL_ANALYSIS,0.3038,"[40.71, 52.71]","[0.0, 0.08]","[0.0, 0.15]"
"Great knock by Samra to get Canada to 173 on a good pitch. NZL will chase this down with out much trouble.
Two teams NZL and England will head into Super 8s still struggling to adapt to the conditions as a bowling unit.",CONSTRUCTIVE_CRITICISM,0.3519,"[40.08, 52.08]","[0.0, 0.0803]","[0.0, 0.15]"
Another master class spin bowling display from Adil Rashid.,NEUTRAL_ANALYSIS,0.3447,"[32.14, 44.14]","[0.0, 0.0802]","[0.0, 0.15]"
"🚨 RCB HAS BEEN SOLD TO BIRLAS. 🚨

- A consortium of Aditya Birla Group, American sports investor David Blitzer, US private equity firm Blackstone has acquired RCB. (Money Control). https://t.co/O8xTvQW3ML",NEUTRAL_ANALYSIS,0.3247,"[34.03, 46.03]","[0.0, 0.0802]","[0.0, 0.15]"
"Tomorrow, Zimbabwe's pace bowlers on the Chennai pitch against our top order will be good exciting.",CONSTRUCTIVE_CRITICISM,0.3527,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
"@ErikaMorris79 Because you are fucking racist and brain dead. Stop farming views based on your fucking racist baits. Hope you rot in hell for all the hate you bring in the world. And you call yourself as Christian people. Fuck off , you deserve hell.",NEUTRAL_ANALYSIS,0.3063,"[12.65, 24.65]","[0.3299, 0.4899]","[0.0, 0.15]"
Any gain on bowling first on such a good pitch ?,NEUTRAL_ANALYSIS,0.3335,"[36.56, 48.56]","[0.0, 0.0802]","[0.0, 0.15]"
It will be a close call between Will Jacks and Sanju Samson for the player of the tournament. But it has to be Sanju Samson in my opinion.,MIXED_STANCE,0.1682,"[34.17, 46.17]","[0.0, 0.0802]","[0.0, 0.15]"
"There is conversation around the dismissal of Rachin.

Was he unlucky finding the only fielder on the leg side?

Answer is No.

This delivery ( in pic ) was the one he got in the same over before he got out and there was another ball that Harshit hit him on the pads in the first over.

This will be the line of attack to Rachin until he finds answers for it.

He wants to stay leg side of the ball and use his solid bat swing, but that means he is finding it hard to move into the line of the ball and find empty spaces on the leg side. #INDvNZ",NEUTRAL_ANALYSIS,0.334,"[30.25, 42.25]","[0.0, 0.0997]","[0.0, 0.15]"
NZL have to rethink about their left right combination and have to think about sending Mitchell at no3 in future.,NEUTRAL_ANALYSIS,0.2966,"[34.35, 46.35]","[0.0, 0.0802]","[0.0, 0.15]"
Thanks to Scam Curran for that nice 18 off 14 coming in when they needed 70 off 30 🤣,NEUTRAL_ANALYSIS,0.3291,"[36.54, 48.54]","[0.0, 0.0883]","[0.0, 0.15]"
"Let’s add Shivang to the 
“watch out for this player” list for the upcoming IPL season.

Shall we?

Great spot @SunRisers 👏👏 . https://t.co/v9MNreYufO",NEUTRAL_ANALYSIS,0.3187,"[37.11, 49.11]","[0.0, 0.0803]","[0.0, 0.15]"
Good series win for the proteas. Objectives to gain for both the teams is to test their young players to get answers on how many out of this bunch can step into the next stage. Proteas might have got answers from few of their players but not sure about the gains of kiwis.,CONSTRUCTIVE_CRITICISM,0.3406,"[39.77, 51.77]","[0.0, 0.0802]","[0.0, 0.15]"
"AbD only played 184 #IPL matches, hasn’t played since 2021 and is still 5 POTM ahead of Rohit

POTM % of games
AbD : 12% 
Rohit : 6%
Narine: 9%
MSD : 6%
Buttler : 9%
Warner : 6%

This is why perspective is important, it shows Ab in a total class of his own

#RCB #IPL2026 https://t.co/dkZWCrWYuA",NEUTRAL_ANALYSIS,0.2963,"[32.53, 44.53]","[0.0, 0.0877]","[0.0, 0.15]"
"Just putting this back up there.

Bethell is the generational talent we all thought Brook was.

#T20WorldCup #ENGvITL #ITAvENG https://t.co/cjkLBeVAK6",NEUTRAL_ANALYSIS,0.3305,"[35.08, 47.08]","[0.0, 0.0803]","[0.0, 0.15]"
"England brush aside SL by a massive 51 runs margin. They have all bases covered to go all the way in this World Cup , if they get their batting order right.",CONSTRUCTIVE_CRITICISM,0.3657,"[45.56, 57.56]","[0.0, 0.0807]","[0.0, 0.15]"
"317 runs, averaging nearly 80 and a strike rate of 166 batting in the middle order, Sherfane Rutherford has not only put Pretoria Capitals in the finals of the #BetwaySA20, he is also causing Mumbai Indians some happy headaches.

Sherfane Rutherford before the trade scored 189 runs in the CPL at an average of 23 and sr of 135.

He may or may not have a good IPL, I believe it’s solid foresight to acquire him from GT.👏👏",NEUTRAL_ANALYSIS,0.3237,"[35.47, 47.47]","[0.0, 0.1177]","[0.0, 0.15]"
"Congratulations Eng on a tight win and the first team to get to the semi finals. Hard luck to Pakistan. Only they realise Abrar Ahmed is a must in the playing eleven , they will have a better chance to win.",MIXED_STANCE,0.0724,"[40.36, 52.36]","[0.0, 0.0802]","[0.0, 0.15]"
"Exclusive!

Cricketer Yash Dayal married content creator Shweta Pundir on February 4. It was an intimate ceremony in Noida, Uttar Pradesh. The event was attended by immediate family and a few friends. No cricketer was at the wedding.

#yashdayal #RCB 

By @medhashri https://t.co/eyR4wHEwv2",NEUTRAL_ANALYSIS,0.336,"[26.16, 38.16]","[0.0, 0.0804]","[0.0, 0.15]"
Axar Patel missed out last game due to left handers match up. Back today and gets a left hander out in his second ball.,NEUTRAL_ANALYSIS,0.372,"[36.95, 48.95]","[0.0, 0.0809]","[0.0, 0.15]"
"An India Pakistan clash even in the knock out is ruled out?

Sure? 

We get there it will be a “World T 20 bye” ?",NEUTRAL_ANALYSIS,0.318,"[39.42, 51.42]","[0.0, 0.0813]","[0.0, 0.15]"
"Jos Buttler this T20 WC

7(14)
3(4)
3(4)
21(14)
26(27)",NEUTRAL_ANALYSIS,0.2918,"[34.21, 46.21]","[0.0, 0.0826]","[0.0, 0.15]"
"Come on, this is what we all want to see right?

@englandcricket @CricketScotland @cricketireland @ItalyCricket @KNCBcricket you all up for this?

Matches played in

London
Rome
Amsterdam
Edinburgh
Malahide

Who is up for a European road trip? https://t.co/vj8BlMyr4r",NEUTRAL_ANALYSIS,0.3412,"[31.31, 43.31]","[0.0, 0.0817]","[0.0, 0.15]"
"Green at 3 was batting 5

Inglis did well at 3 now batting 5

Tim David was monster 6, 7 prompted to 4

Maxwell who should play 4 best position playing at 6

Who is the Australian coach?

https://t.co/IZ5B4VLln3",NEUTRAL_ANALYSIS,0.3297,"[33.01, 45.01]","[0.0, 0.0805]","[0.0, 0.15]"
"Suddenly I thought Riyan Parag had joined RCB, but it is RR's new jersey 😭😭 https://t.co/OFNHkrDW0p",NEUTRAL_ANALYSIS,0.3065,"[37.62, 49.62]","[0.0, 0.0802]","[0.0, 0.15]"
"You get paid crores, you get to learn from one of the greatest batter this sport has seen and you also get throwdowns from him. It's only a win situation for Salt at RCB.",CONSTRUCTIVE_CRITICISM,0.3165,"[36.64, 48.64]","[0.0, 0.0823]","[0.0, 0.15]"
I still trust the Indian bowling to do the job.... It's the batters who struggle when it isn't a flat shit... Hopefully Ahmedabad is a road on Sunday,CONSTRUCTIVE_CRITICISM,0.3619,"[39.43, 51.43]","[0.0, 0.1401]","[0.0, 0.15]"
Sanju Samson Player of the tournament. Elite comeback.,MIXED_STANCE,0.2031,"[31.47, 43.47]","[0.0, 0.0802]","[0.0, 0.15]"
"Just when you think it couldnt get any worse..

This is quite frankly the worst taste advert I have ever seen. To mock serious car accidents when people have lost loved ones like this is abhorrent.

I hope people in India boycott Hotstar over this. https://t.co/raNuK452Sd",NEUTRAL_ANALYSIS,0.3237,"[34.37, 46.37]","[0.0, 0.1084]","[0.0, 0.15]"
Another one the same delivery to dismiss Raza. Class from Motie.,NEUTRAL_ANALYSIS,0.3072,"[31.39, 43.39]","[0.0, 0.0806]","[0.0, 0.15]"
"Certainties in life:

Death
Taxes
Smriti scoring a 50 for India in an important match

Such a classy player 

#AUSvIND #INDWvsAUSW https://t.co/MiIFdu1cdB",NEUTRAL_ANALYSIS,0.3296,"[30.35, 42.35]","[0.0, 0.0817]","[0.0, 0.15]"
"RCB sets the trend, others follow it.",NEUTRAL_ANALYSIS,0.3254,"[36.36, 48.36]","[0.0, 0.0802]","[0.0, 0.15]"
"3-0-28-2. There’s our 5th/6th bowler for the season. If Shivam can give us 2 overs every game, it’ll solve a lot of headaches! #IPL #CSK https://t.co/mlyI32xs6U",CONSTRUCTIVE_CRITICISM,0.4204,"[69.0, 81.0]","[0.0, 0.0815]","[0.0, 0.15]"
"Rinku 
Tilak 
Sundar 

All coached by Gambhir now playing like Gambhir in T20s , massive respect Gambhir.",NEUTRAL_ANALYSIS,0.3067,"[37.85, 49.85]","[0.0, 0.0804]","[0.0, 0.15]"
The way SA coach spoke in the press conference and the way the team is playing.m https://t.co/7QeUB8CTz1,DISMISSIVE_COMPLAINT,0.3097,"[36.07, 48.07]","[0.0, 0.0802]","[0.0, 0.15]"
"Repeat of the same this season too? 🧿😋

10 days before our boys step out and #PlayBold in the #TATAIPL again. 👊❤️ https://t.co/5tYgAznLPl",NEUTRAL_ANALYSIS,0.3206,"[37.69, 49.69]","[0.0, 0.0821]","[0.0, 0.15]"
"Virat’s batting right now is a joy to watch. The freedom, the ease, and the happiness he is playing with shows just how much he is enjoying the game.#INDvNZ",MIXED_STANCE,0.1039,"[31.29, 43.29]","[0.0327, 0.1927]","[0.0, 0.15]"
"What if south africa loses deliberately against west-indies🤔.

- In that scenario, does India have any chance of qualifying? https://t.co/khxzxIQf65",NEUTRAL_ANALYSIS,0.3075,"[31.79, 43.79]","[0.0, 0.0803]","[0.0, 0.15]"
When they asked SA head Coach about T20 World Cup 2026 final https://t.co/Fes8u4fNOH,NEUTRAL_ANALYSIS,0.3107,"[33.73, 45.73]","[0.0, 0.0803]","[0.0, 0.15]"
"If true (and its a big IF) how has any self respecting woman married Yash Dayal with all the allegations and ongoing case against him?

Yes innocent until proven guilty, but why would a woman marry him until all of that was resolved?

Standing up for other women is hard when you get ones who do shit like this",NEUTRAL_ANALYSIS,0.3395,"[36.63, 48.63]","[0.0009, 0.1609]","[0.0, 0.15]"
"As the group stages of #T20WorldCup  are coming to an end, I thought I would take a look at some of the standout players so far. It is very interesting how many of these are from Associate teams…",NEUTRAL_ANALYSIS,0.3063,"[69.0, 81.0]","[0.0, 0.0801]","[0.0, 0.15]"
"Usually people who wear glasses really look intelligent and are intelligent. Santer also wears glasses, though he will be a good captain. But brother can't even make basic bowling changes.",NEUTRAL_ANALYSIS,0.2811,"[33.93, 45.93]","[0.0, 0.0802]","[0.0, 0.15]"
Both Ind and WI scored 250 plus and beat Zim. Both Ind and WI got a beating against SA in Ahmedabad. Both will play for a place in semi finals this Sunday.,NEUTRAL_ANALYSIS,0.3497,"[37.07, 49.07]","[0.0, 0.0804]","[0.0, 0.15]"
"This got me thinking.. what is the best #IPL long hair team?

KL Rahul
Chris Gayle
Venkatesh Iyer 
Rajat Patidar
Krunal Pandya
Tim David 
MS Dhoni
David Weise
Mitchell Johnson
Shane Warne
Ishant Sharma
Imran Tahir (IP)",NEUTRAL_ANALYSIS,0.2974,"[37.91, 49.91]","[0.0, 0.0803]","[0.0, 0.15]"
Congratulations NZL second team to get into semi finals after England. Just one Asian team now left to have any chance of making it to the semis - India.,MIXED_STANCE,0.0703,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
"As much as Englands bowling performed well today, that was total and utter brain fade cricket from Sri Lanka batters

Chasing just 1.2 a ball, they should have controlled the chase.

Lets see how well we do against the NZ and PAK line up. The jury is still put on our batters application of their talent. 

#T20WorldCup #SLvENG",NEUTRAL_ANALYSIS,0.3573,"[36.56, 48.56]","[0.0, 0.0815]","[0.0, 0.15]"
"92-0 after the powerplay 🤯🤯

Someone call 112, there has been a murder. 
#T20WorldCupFinal #INDvNZ https://t.co/eiDGd5iiNQ",NEUTRAL_ANALYSIS,0.3196,"[27.3, 39.3]","[0.0, 0.0805]","[0.0, 0.15]"
"DENCOMING 
CHAPTER 7️⃣: THE JERSEY HEIST 

📹 - Setting the tone for the Summer of 2026… 💛🦁

#WhistlePodu #Yellove #Dencoming https://t.co/cvK7JTA3TL",NEUTRAL_ANALYSIS,0.3252,"[28.37, 40.37]","[0.0, 0.081]","[0.0, 0.15]"
Outstanding NRR https://t.co/jkCXEolGxD,NEUTRAL_ANALYSIS,0.3306,"[28.0, 40.0]","[0.0, 0.0802]","[0.0, 0.15]"
"CSK, MI and RCB should telecast practice matches like KKR and SRH are doing.",NEUTRAL_ANALYSIS,0.3041,"[37.83, 49.83]","[0.0, 0.0803]","[0.0, 0.15]"
Abhi-shaking things up once again. #T20WorldCup https://t.co/gwgI8K9KCd,NEUTRAL_ANALYSIS,0.3283,"[30.37, 42.37]","[0.0, 0.0802]","[0.0, 0.15]"
"Easily one of the best knocks in WT20, single handedly won the match fair enough man fair enough Brook.",NEUTRAL_ANALYSIS,0.3744,"[37.36, 49.36]","[0.0, 0.0802]","[0.0, 0.15]"
"Wow, So Andy Flower was offered more money by 2 franchises before joining RCB, but he still picked RCB. He said because winning a trophy with RCB will be a huge thing, and he felt the franchise is so big, and he always wanted to work with Kohli. Thank you trophy king.",MIXED_STANCE,0.1485,"[43.62, 55.62]","[0.0, 0.0801]","[0.0, 0.15]"
The aura this image carries! 🥶 https://t.co/y45lJegBi9,NEUTRAL_ANALYSIS,0.3422,"[27.85, 39.85]","[0.0, 0.0802]","[0.0, 0.15]"
@ErikaMorris79 @FPL_A_Knight Shows your ball knowledge 🤣🤣🤣pls stick to kitchen 😭😭,NEUTRAL_ANALYSIS,0.3287,"[35.13, 47.13]","[0.0, 0.1071]","[0.0, 0.15]"
Too mid a team to dream about semi finals in T20 World Cup... Go home Pakistan,MIXED_STANCE,0.0701,"[69.0, 81.0]","[0.0, 0.082]","[0.0, 0.15]"
"How Rachin so good in ODIs and Tests as a batter, but unable to hack T20s man?",CONSTRUCTIVE_CRITICISM,0.4135,"[36.66, 48.66]","[0.0, 0.0818]","[0.0, 0.15]"
"Our Dhurandhar is here! Ready to #PlayBold and 𝘵𝘢𝘬𝘦 𝘤𝘢𝘳𝘦 𝘰𝘧 𝘦𝘷𝘦𝘳𝘺𝘵𝘩𝘪𝘯𝘨. Again. ❤️🔥

PS. Watch until the end to see Jitesh being Jitesh! 👀😂

This is Emmvee presents RCB Shorts.

#ನಮ್ಮRCB #IPL2026 https://t.co/L7YsnJigwK",NEUTRAL_ANALYSIS,0.3269,"[36.52, 48.52]","[0.0, 0.0834]","[0.0, 0.15]"
Well done proteas. Only team now in the semi finals unbeaten. Hopefully they can remain unbeaten in their next 2 matches.,NEUTRAL_ANALYSIS,0.3185,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
3 consecutive fifty+ scores in 3 knockout games. Sanju Samson delivered &amp; how.,NEUTRAL_ANALYSIS,0.403,"[35.33, 47.33]","[0.0, 0.0802]","[0.0, 0.15]"
"Only Salt can score 50* with 140 strike rate and on this minefield pitch. Looks like he is drained already, but awesome batting, ran so many 2's.",CONSTRUCTIVE_CRITICISM,0.2978,"[31.39, 43.39]","[0.0347, 0.1947]","[0.0, 0.15]"
"From Yellow to Yellove 💛
A pace boost arrives from Down Under 💪

Note: Spencer Johnson replaces Nathan Ellis.
He is set to join the squad between April 21–23.

#WhistlePodu #Yellove https://t.co/srdNbG81TW",NEUTRAL_ANALYSIS,0.3135,"[30.55, 42.55]","[0.0, 0.1178]","[0.0, 0.15]"
"The last time India won the T20 World Cup, the very next season RCB won the IPL 🫣",NEUTRAL_ANALYSIS,0.3144,"[36.09, 48.09]","[0.0, 0.0805]","[0.0, 0.15]"
"❌❌❌❌❌❌❌
Unbelievable turn around from Jacks and Rehan. Such a good win for England. If Ravindra and Philips bowls 4 overs ahead of specialist spinner Sodhi , Kiwis can get Conway in to strengthen their batting. England going strength to strength. Well played.",CONSTRUCTIVE_CRITICISM,0.3952,"[50.57, 62.57]","[0.0, 0.0804]","[0.0, 0.15]"
"Top-class attitude, wanted to win and be the main man, having an attitude like this he was able to deliver generational innings vs LSG and in the Final.",NEUTRAL_ANALYSIS,0.6357,"[32.28, 44.28]","[0.0, 0.0802]","[0.0, 0.15]"
"Sikandar Raza is hands down THE best cricketer of the last 2 years.

No one even comes close. 

#T20WorldCup2026 #SAvZIM #ZIMvSA https://t.co/D2LhmTZBfe",NEUTRAL_ANALYSIS,0.3165,"[33.16, 45.16]","[0.0, 0.0807]","[0.0, 0.15]"
Last 6 overs 41-4 for England. They always got the batting depth but hardly I've seen them doing something relevant with that batting depth.,CONSTRUCTIVE_CRITICISM,0.3975,"[38.53, 50.53]","[0.0, 0.0802]","[0.0, 0.15]"
"Quinton De Kock 
Rickelton 
Sherfane Rutherford 
Will Jacks 
Santner 
Boult 
Corbin Bosch 
Ghazanfar 

Man how can you chose 4 of these.
@mipaltan have a serious , serious problems ahead of them.",NEUTRAL_ANALYSIS,0.314,"[31.82, 43.82]","[0.0, 0.0811]","[0.0, 0.15]"
"“Maine meri wife ko bola tha ki mujhe iss insaan(virat kohli) ke liye kuch karna hai iss saal, now he(kohli) can say we have everything and usme humko khushi yeh hai ki humne help ki unko”

Jitesh Sharma on winning the IPL 2025 for Kohli ♥️ https://t.co/KJsD9XKfVC",NEUTRAL_ANALYSIS,0.3239,"[35.29, 47.29]","[0.0, 0.0821]","[0.0, 0.15]"
"KKR management will be so tempted to open with Allen &amp; Seifert seeing how they're going for NZ. Both in fine form and well complemented. But with Green &amp; Narine fixed and with Harshit doubtful &amp; no good Indian pacer there, they got to pick one overseas pacer.",MIXED_STANCE,0.1554,"[39.83, 51.83]","[0.0, 0.0802]","[0.0, 0.15]"
